,best path,worst path,mean path,SD,avg runtime
10,21882.34,25025.23,24099.525500000003,750.6387907074545,12.53462337255478
15,12703.99,17492.690000000002,14409.469500000001,1028.3445045823655,7.531136393547058
20,12919.959999999997,16456.38,14300.51,828.1345099318103,5.728542530536652
